filename,document_name,clause_name,risk_domain,clause_role,severity,clause_present,business_description
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,License Grant,IP Risk,Contextual,Low,False,"Grants rights to use intellectual property, technology, content, or services."
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,False,Creates obligations that continue after contract termination.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,True,"Allows one party to inspect records, books, systems, or compliance evidence."
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,False,Indicates whether the contract limits the maximum liability exposure.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
UnionDentalHoldingsInc_20050204_8-KA_EX-10_3345577_EX-10_Affiliate Agreement.pdf,BUSINESS AFFILIATE AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,True,"Restricts a party from competing in certain markets, geographies, or sectors."
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,True,Creates exclusive dealing obligations that may limit business flexibility.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,True,Allows termination without cause after notice or waiting period.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,True,Requires sharing revenue or profit with the counterparty.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,True,"Requires minimum purchase, order, usage, or payment commitments."
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,True,Creates restrictions or penalties based on usage or volume thresholds.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,License Grant,IP Risk,Contextual,Low,True,"Grants rights to use intellectual property, technology, content, or services."
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,True,Creates obligations that continue after contract termination.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,True,"Allows one party to inspect records, books, systems, or compliance evidence."
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,True,Indicates whether the contract limits the maximum liability exposure.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,False,Defines preset damages or fees for breach or termination.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
TubeMediaCorp_20060310_8-K_EX-10.1_513921_EX-10.1_Affiliate Agreement.pdf,CHARTER AFFILIATE AFFILIATION AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,True,Indicates whether a party must maintain insurance coverage.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,True,"Restricts a party from competing in certain markets, geographies, or sectors."
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,True,Creates exclusive dealing obligations that may limit business flexibility.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,True,Restricts solicitation of the counterparty’s customers or partners.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,False,Allows termination without cause after notice or waiting period.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,False,Requires sharing revenue or profit with the counterparty.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,False,"Requires minimum purchase, order, usage, or payment commitments."
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,False,Creates restrictions or penalties based on usage or volume thresholds.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,License Grant,IP Risk,Contextual,Low,False,"Grants rights to use intellectual property, technology, content, or services."
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,False,Grants broad or unlimited usage rights.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Post-Termination Services,Lifecycle Risk,Risk if Present,High,True,Creates obligations that continue after contract termination.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Audit Rights,Operational Risk,Contextual,Medium,True,"Allows one party to inspect records, books, systems, or compliance evidence."
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Uncapped Liability,Liability Risk,Risk if present,Critical,False,Indicates whether a party may face liability without a contractual cap.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Cap On Liability,Liability Risk,Risk if Missing,Critical,False,Indicates whether the contract limits the maximum liability exposure.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Liquidated Damages,Liability Risk,Risk if present,Medium,True,Defines preset damages or fees for breach or termination.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Warranty Duration,Operational Risk,Contextual,Low,False,Specifies how long warranties remain valid.
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.pdf,AFFILIATE OFFICE AGREEMENT,Insurance,Liability Risk,Risk if Missing,Critical,False,Indicates whether a party must maintain insurance coverage.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Non-Compete,Competition Risk,Risk if present,Critical,False,"Restricts a party from competing in certain markets, geographies, or sectors."
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Exclusivity,Competition Risk,Risk if Present,Critical,True,Creates exclusive dealing obligations that may limit business flexibility.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,No-Solicit Of Customers,Competition Risk,Risk if Present,Medium,False,Restricts solicitation of the counterparty’s customers or partners.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,No-Solicit Of Employees,Competition Risk,Risk if Present,Medium,False,Restricts hiring or solicitation of the counterparty’s employees.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Termination For Convenience,Lifecycle Risk,Risk if Missing,High,True,Allows termination without cause after notice or waiting period.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Change Of Control,Control Risk,Contextual,High,False,Creates rights or obligations triggered by ownership or control changes.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Anti-Assignment,Control Risk,Contextual,Medium,True,Restricts transfer or assignment of contractual rights.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Revenue/Profit Sharing,Financial Risk,Risk if present,High,True,Requires sharing revenue or profit with the counterparty.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Price Restrictions,Financial Risk,Risk if present,Medium,False,Restricts the ability to change prices.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Minimum Commitment,Financial Risk,Risk if present,High,False,"Requires minimum purchase, order, usage, or payment commitments."
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Volume Restriction,Financial Risk,Risk if present,Medium,True,Creates restrictions or penalties based on usage or volume thresholds.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Ip Ownership Assignment,IP Risk,Contextual,Critical,False,Transfers ownership of created intellectual property to another party.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Joint Ip Ownership,IP Risk,Contextual,Medium,False,Creates shared ownership of intellectual property.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,License Grant,IP Risk,Contextual,Low,True,"Grants rights to use intellectual property, technology, content, or services."
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Unlimited/All-You-Can-Eat-License,IP Risk,Risk if Present,High,True,Grants broad or unlimited usage rights.
BizzingoInc_20120322_8-K_EX-10.17_7504499_EX-10.17_Endorsement Agreement.pdf,CELEBRITY ENDORSEMENT AGREEMENT,Irrevocable Or Perpetual License,IP Risk,Risk if present,High,False,Creates license rights that may survive indefinitely or cannot be revoked.
