filename,document_name,parties,agreement_date,effective_date,expiration_date,renewal_term,notice_period_to_terminate_renewal,governing_law,has_renewal_term,has_notice_period_to_terminate_renewal,has_expiration_date,has_effective_date,has_governing_law,non_compete,exclusivity,no_solicit_of_customers,no_solicit_of_employees,termination_for_convenience,change_of_control,anti_assignment,revenue_profit_sharing,price_restrictions,minimum_commitment,volume_restriction,ip_ownership_assignment,joint_ip_ownership,license_grant,unlimited_all_you_can_eat_license,irrevocable_or_perpetual_license,post_termination_services,audit_rights,uncapped_liability,cap_on_liability,liquidated_damages,warranty_duration,insurance
"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement.PDF",SERVICES AGREEMENT,"Oaktree Capital Management. L.P. (""Oaktree US""); Oaktree Capital Management (International) Limited (""Sub-Advisor"")",9/25/18,9/25/18,,,,"England and Wales, UK",False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
"PAXMEDICA,INC_07_02_2020-EX-10.12-Master Service Agreement.PDF",Master Service Agreement,"CRO Consultiong (Pty) Limited (""CRO""); Purinis Pharmaceuticals LLC (""Client"")",5/25/08,5/25/18,,,,Connecticut,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT.PDF,MASTER SERVICES AGREEMENT (,"Clear Capital (""Company""); Radial Spark, LLC (""Contractor"")",9/24/18,9/24/18,perpetual,,,Arizona,False,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True
PFSFUNDS_06_26_2020-EX-99.H OTH MAT CONT-SERVICES AGREEMENT.PDF,SERVICES AGREEMENT,"PFS Funds (""Trust""); Potomac Fund Management, Inc. (""Adviser"")",6/24/20,6/24/20,6/24/22,,,Massachusetts,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
SCOUTCAMINC_05_12_2020-EX-10.22-SERVICES AGREEMENT.PDF,SERVICES AGREEMENT,"Idan Maimon (""Maimon""); Intellisense Solutions Inc. (""Company"")",4/1/19,4/1/19,4/1/20,,,New York,False,False,True,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TALCOTTRESOLUTIONLIFEINSURANCECO-SEPARATEACCOUNTTWELVE_04_30_2020-EX-99.8(L)-SERVICE AGREEMENT.PDF,SERVICE AGREEMENT,"The Victory Portfolios (""Trust""); Hartford Life Insurance Co., Inc. (""Administrator"")",9/28/04,,perpetual,,,Ohio,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
TRANSMONTAIGNEPARTNERSLLC_03_13_2020-EX-10.9-SERVICES AGREEMENT.PDF,SERVICES AGREEMENT,"TransMontaigne Management Company, LLC (""EmployeeCo""); TLP Management Services, LLC (""Operating Company""); (each ""Party,"" collectively ""Parties"")",08/[]/2019,08/[]/2019,perpetual,,,Colorado,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT.PDF,SERVICE AGREEMENT,"WPP 2005 LIMITED (""Company""); JOHN ROGERS (""Executive"")",10/1/19,1/27/20,perpetual,,,England,False,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT.PDF,SERVICE AGREEMENT,"BICYCLETX LIMITED (""Company""); NIGEL CROCKETT (""Employee"")",9/26/19,9/26/19,perpetual,,,England,False,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
NYLIACVARIABLEANNUITYSEPARATEACCOUNTIII_04_10_2020-EX-99.8.KK-SERVICE AGREEMENT.PDF,SERVICE AGREEMENT,"Fidelity Investments Institutional Operations Company, Inc. (""FIIOC""); New York Life Insurance and Annuity Corporation (""Company"")",1/1/98,1/1/98,,,,Massachusetts,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RISEEDUCATIONCAYMANLTD_04_17_2020-EX-4.23-SERVICE AGREEMENT.PDF,SERVICE AGREEMENT,"Rise (Tianjin) Education Information Consulting Co., Ltd. (""Service Provider""); [*] (""Service Recipient"")",,,,5 years,,Beijing,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT.PDF,Service Agreement,"PC Financial Services Private Limited (""PC Financial""); Mobimagic Co., Ltd. (""Mobimagic""); (each as ""Party"" collectively as ""Parties"")",4/1/19,4/1/19,3/30/20,,,India,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT.PDF",Services Agreement,"StartEngine Crowdfunding, Inc. (""Company""); Solutions Vending International, Inc (""Customer"", ""you"")",8/19/19,8/19/19,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"THERAVANCEBIOPHARMA,INC_05_08_2020-EX-10.2-SERVICE AGREEMENT.PDF",SERVICE AGREEMENT,"Theravance Biopharma UK Limited (""Employer""); Brett Haumann (""Executive"")",4/1/20,4/1/20,perpetual,,,England,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Domini Advisor Trust (""Trust""); Domini Social Investments LLC (""Domini"" or the ""Sponser"")",2/4/05,2/4/05,perpetual,,,Massachusetts,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement.PDF",Sponsorship Agreement,"R. C. Boyd Enterprises, LLC (""Company"" or ""Boyd""); Cano Petroleum, Inc. (""Sponsor"" or ""Cano"")",12/5/07,1/1/08,12/31/08,,,Texas,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT.PDF",SPONSORSHIP AND DEVELOPMENT AGREEMENT,"TEKNIK DIGITAL ARTS INC. (""TDA""); RICK SMITH ENTERPRISES (""Smith"")",8/6/04,8/6/04,8/6/07,,,Arizona,False,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Stallings Capital Group  Consultants, Ltd. (""Racing""); GAINSCO, INC. (""Sponser"")",1/1/10,1/1/10,12/31/10,,,Texas,False,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT.PDF",SPONSORSHIP AGREEMENT,"iPayment, Inc. (""ISO""); First Data Merchant Services Corporation (""FDMS""); Wells Fargo Bank, N.A. (""Bank"")",1/29/07,1/29/07,6/30/10,perpetual,(6) months,New York,True,True,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"PEEK Investments LLC (""Purchaser""); Platinum Partners Value Arbitrage Fund L.P (""Sponser""); Snowy August Fund ILP (""Sponser"")",7/16/12,7/16/12,8/15/12,,,New York,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT.PDF,Sponsorship Agreement,"Intuit Inc. (""Intuit""); Stamps.com Inc. (""Client"")",5/14/99,5/14/99,,,,California,False,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False
VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Forty Niners SC Stadium Company LLC (""Forty Niners SC""); Violin Memory, Inc. (""Sponsor""); Forty Niners SC and Sponsor (individually as a “Party” and collectively as the “Parties."")",6/13/12,6/13/12,6/13/22,,,California,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
XYBERNAUTCORP_07_12_2002-EX-4-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP  AGREEMENT,"XYBERNAUT CORPORATION (""XC""); ALEX JOB RACING, INC. (""AJR"");",5/1/02,,10/12/02,,,Virginia,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",CORPORATE SPONSORSHIP AGREEMENT,"Phoenix Performance, LLC (""Vendor""); Torevic Inc. (""Torvec"")",5/18/10,5/18/10,10/31/10,,,New York,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"drkoop.com, inc.""drkoop.com""; Vitamin Shoppe Industries, Inc. ""Sponsor""",3/11/99,,,,,Delaware,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Excite, Inc.""Excite""; CyberShop ""Client""",3/31/98,3/31/98,perpetual,,,New York,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT.PDF,Sponsorship Agreement,"J. Walter Thompson (""FMM""); iVillage, Inc. (""iVillage"")(referred to generically as a ""Party"", orcollectively as ""Parties"")",12/18/98,,1/4/01,,,New York,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Southern Racing Promotions, Inc. (""SRP""); Logan's Roadhouse, Inc. (""Logan's"")",2/24/98,,11/30/98,,,Tennessee,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Football Northwest LLC, (""FNW""); Mercata, Inc., (""Sponsor"")",7/12/99,7/19/99,,,,Washington,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"HYDRON TECHNOLOGIES, INC. (""Hydron""); MIAMI DOLPHINS, LTD. (""Dolphins"")",1/1/97,1/1/97,1/1/01,,,Florida,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
N2KINC_10_16_1997-EX-10.16-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Excite, Inc. (""Excite""); N2K, Inc. (""Sponsor"")",9/23/97,9/23/97,9/23/99,,,New York,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.PDF",Sponsorship Agreement,"RMF Empire, In. DBA West Coast Customs (""WCC""); Bosch International, LLC / XLI Technologies, Inc. (""XLI"")",12/1/15,12/1/15,11/30/16,,,,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT.PDF,SPONSORSHIP AGREEMENT,"Excite, Inc. (""Excite""); Vitamin Shoppe Industries Inc. (""Client"")",9/23/98,9/23/98,,,,California,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT.PDF,OUTSOURCING AGREEMENT,"Twin Cities Power Holdings, LLC (""Company""); Redwater LLC (""Contractor"")",[]/[]/2012,[]/[]/2012,perpetual,,,Minnesota,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
BNLFINANCIALCORP_03_30_2007-EX-10.8-OUTSOURCING AGREEMENT.PDF,Outsourcing Agreement,"Virtual Item Processing Systems, Inc. (""VIP""); Brokers National Life Assurance Company (""BNL"")",5/1/06,5/1/06,5/1/07,successive 1 year,6 months,Oklahoma,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True
CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT.PDF,Services Outsourcing Agreement,"CCA Industries, Inc. (""Company""); Emerson HealthCare, LLC (""Contractor"")",1/20/14,1/20/14,7/20/14,successive 6 months,6 months,New Jersey,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,Network Management Outsourcing Agreement,"(BANK OF SOUTH PACIFIC LIMITED (""BSP"" or ""Bank of South Pacific Ltd""); DATEC (PNG) LIMITED (""Datec PNG Limited"" or ""Datec"" or ""PNG""))",6/16/04,6/16/04,6/16/09,5 years,,Papua New Guinea,True,False,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT.PDF,MANUFACTURING OUTSOURCING AGREEMENT,"Nice Systems Ltc. (""NICE""); Flextronics Israel Ltd. (""CONTRACTOR"")",1/21/02,1/21/02,1/21/05,3 years,6 months,Israel,True,True,True,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True
SYKESHEALTHPLANSERVICESINC_04_24_1998-EX-10.14-OUTSOURCING AGREEMENT.PDF,OUTSOURCING AGREEMENT,"Sykes HealthPlan Services, Inc. (""SHPS""); HealthPlan Services, Inc. (""HFS"")",1/1/98,1/1/98,12/31/98,successive 1 year,90 days,Florida,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TRICITYBANKSHARESCORP_05_15_1998-EX-10-OUTSOURCING AGREEMENT.PDF,Outsourcing Agreement,"Tri City National Bank (""Customer""); Marshall & Ilsley Corporation (""M&I"")",2/16/98,2/16/98,11/16/06,12 months,,Wisconsin,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,True
OFGBANCORP_03_28_2007-EX-10.23-OUTSOURCING AGREEMENT.PDF,TECHNOLOGY OUTSOURCING AGREEMENT,"Oriental Financial Group Inc. (""Customer""); Melavante Corporation (""Melavante"")",1/26/07,1/26/07,11/30/14,12 Months,3 Months,New York,True,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,True
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,OUTSOURCING AGREEMENT,"(Dragon Systems, Inc. (""Dragon Systems""); Modus Media International (""MMI"")",1/19/98,1/19/98,perpetual,,,Massachusetts; Netherlands,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT.PDF,PHOTO RETOUCHING OUTSOURCING AGREEMENT,"(DGT Corp. (""DGT""); Dolphin Industries Limited (""Dolphin"")",6/1/06,,,,,Nevada,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT.PDF,Outsourcing Base Agreement,"(International Business Machines Corporation (""IBM""); Manufacturers' Services Western US Operations, Inc. (""MSL""))",5/5/98,6/1/98,6/1/01,successive 12 months; successive 6 months;,6 months; 12 months,New York,True,True,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,True
NEXSTARFINANCEHOLDINGSINC_03_27_2002-EX-10.26-OUTSOURCING AGREEMENT.PDF,OUTSOURCING AGREEMENT,"WYZZ, Inc. and WYZZ Licensee, Inc. (collectively ""WYZZ""); Peoria, L.L.C. (""NEXSTAR"")",11/28/01,12/1/01,11/28/08,,,Maryland,False,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True
"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT.PDF","ASP and Outsourcing Agreement

Order Form","E.PIPHANY, INC. (""E.piphany""); HIGH SPEED NET SOLUTIONS, INC. (""HSNS"")",07/31/2000; 07/[]/2000,07/31/2000; 07/[]/2000,07/[]/2003,,,California,False,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,True,False
